Run	analysis_type (exp)	analysis_type (run)	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	flowcell_barcode (run)	geographic_location_(country_and/or_sea	_region)	gssr_id (exp)	gssr_id (run)	instrument_name (run)	Instrument	isolation-source	lane (run)	Library Name	library_type (exp)	library_type (run)	LibraryLayout	LibrarySelection	LibrarySource	lsid (exp)	lsid (run)	material_type (exp)	Organism	Platform	project (exp)	project (run)	read_group_id (run)	ReleaseDate	run_barcode (run)	run_name (run)	Sample Name	SAMPLE_TYPE	screened (run)	specific_host	SRA Study	Strain	work_request (exp)	work_request (run)
SRR1707502	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	64488550	PRJNA241153	SAMN02688629	"Microbe\, viral or environmental"	40281967	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX806996	A222Y	USA	68710.2	68710.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127135	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68710.2	BROAD:SEQUENCING_SAMPLE:68710.2	Genomic DNA	human gut metagenome	ILLUMINA	G24578	G24578	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100214	missing	yes	Homo sapiens	SRP048547	100214	32996	32996	
SRR1707503	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	7285950	PRJNA241153	SAMN02688626	"Microbe\, viral or environmental"	4494392	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX806997	A222Y	USA	68707.2	68707.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127132	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68707.2	BROAD:SEQUENCING_SAMPLE:68707.2	Genomic DNA	human gut metagenome	ILLUMINA	G24575	G24575	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100210	missing	yes	Homo sapiens	SRP048547	100210	32996	32996	
SRR1707507	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	30025100	PRJNA241153	SAMN02688627	"Microbe\, viral or environmental"	18223214	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX806998	A222Y	USA	68708.2	68708.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127133	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68708.2	BROAD:SEQUENCING_SAMPLE:68708.2	Genomic DNA	human gut metagenome	ILLUMINA	G24576	G24576	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100211	missing	yes	Homo sapiens	SRP048547	100211	32996	32996	
SRR1707508	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	4618250	PRJNA241153	SAMN02688621	"Microbe\, viral or environmental"	2843999	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX806999	A222Y	USA	68702.2	68702.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127127	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68702.2	BROAD:SEQUENCING_SAMPLE:68702.2	Genomic DNA	human gut metagenome	ILLUMINA	G24570	G24570	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100204	missing	yes	Homo sapiens	SRP048547	100204	32996	32996	
SRR1707518	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	8713950	PRJNA241153	SAMN02688637	"Microbe\, viral or environmental"	5482499	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807001	A222Y	USA	68718.2	68718.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127143	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68718.2	BROAD:SEQUENCING_SAMPLE:68718.2	Genomic DNA	human gut metagenome	ILLUMINA	G24586	G24586	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100225	missing	yes	Homo sapiens	SRP048547	100225	32996	32996	
SRR1707519	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	28967050	PRJNA241153	SAMN02688632	"Microbe\, viral or environmental"	18079333	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807002	A222Y	USA	68713.2	68713.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127138	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68713.2	BROAD:SEQUENCING_SAMPLE:68713.2	Genomic DNA	human gut metagenome	ILLUMINA	G24581	G24581	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100219	missing	yes	Homo sapiens	SRP048547	100219	32996	32996	
SRR1707520	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	38998050	PRJNA241153	SAMN02688624	"Microbe\, viral or environmental"	23893465	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807003	A222Y	USA	68705.2	68705.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127130	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68705.2	BROAD:SEQUENCING_SAMPLE:68705.2	Genomic DNA	human gut metagenome	ILLUMINA	G24573	G24573	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100207	missing	yes	Homo sapiens	SRP048547	100207	32996	32996	
SRR1707521	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	37058000	PRJNA241153	SAMN02688618	"Microbe\, viral or environmental"	23099424	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807007	A222Y	USA	68699.2	68699.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127124	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68699.2	BROAD:SEQUENCING_SAMPLE:68699.2	Genomic DNA	human gut metagenome	ILLUMINA	G24567	G24567	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100200	missing	yes	Homo sapiens	SRP048547	100200	32996	32996	
SRR1707522	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	32624900	PRJNA241153	SAMN02688613	"Microbe\, viral or environmental"	19790487	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807008	A222Y	USA	68694.2	68694.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127119	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68694.2	BROAD:SEQUENCING_SAMPLE:68694.2	Genomic DNA	human gut metagenome	ILLUMINA	G24562	G24562	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100192	missing	yes	Homo sapiens	SRP048547	100192	32996	32996	
SRR1707523	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	18459000	PRJNA241153	SAMN02688604	"Microbe\, viral or environmental"	11469878	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807009	A222Y	USA	68684.2	68684.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127110	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68684.2	BROAD:SEQUENCING_SAMPLE:68684.2	Genomic DNA	human gut metagenome	ILLUMINA	G24553	G24553	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100180	missing	yes	Homo sapiens	SRP048547	100180	32996	32996	
SRR1707524	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	26052600	PRJNA241153	SAMN02688615	"Microbe\, viral or environmental"	16149917	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807010	A222Y	USA	68696.2	68696.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127121	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68696.2	BROAD:SEQUENCING_SAMPLE:68696.2	Genomic DNA	human gut metagenome	ILLUMINA	G24564	G24564	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100196	missing	yes	Homo sapiens	SRP048547	100196	32996	32996	
SRR1707525	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	19600700	PRJNA241153	SAMN02688633	"Microbe\, viral or environmental"	12120775	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807011	A222Y	USA	68714.2	68714.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127139	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68714.2	BROAD:SEQUENCING_SAMPLE:68714.2	Genomic DNA	human gut metagenome	ILLUMINA	G24582	G24582	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100220	missing	yes	Homo sapiens	SRP048547	100220	32996	32996	
SRR1707526	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	8631700	PRJNA241153	SAMN02688617	"Microbe\, viral or environmental"	5417393	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807012	A222Y	USA	68698.2	68698.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127123	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68698.2	BROAD:SEQUENCING_SAMPLE:68698.2	Genomic DNA	human gut metagenome	ILLUMINA	G24566	G24566	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100198	missing	yes	Homo sapiens	SRP048547	100198	32996	32996	
SRR1707530	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	13478500	PRJNA241153	SAMN02688602	"Microbe\, viral or environmental"	8182035	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807014	A222Y	USA	68682.2	68682.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127108	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68682.2	BROAD:SEQUENCING_SAMPLE:68682.2	Genomic DNA	human gut metagenome	ILLUMINA	G24551	G24551	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100177	missing	yes	Homo sapiens	SRP048547	100177	32996	32996	
SRR1707531	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	16454200	PRJNA241153	SAMN02688631	"Microbe\, viral or environmental"	10180410	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807015	A222Y	USA	68712.2	68712.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127137	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68712.2	BROAD:SEQUENCING_SAMPLE:68712.2	Genomic DNA	human gut metagenome	ILLUMINA	G24580	G24580	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100217	missing	yes	Homo sapiens	SRP048547	100217	32996	32996	
SRR1707532	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	6644400	PRJNA241153	SAMN02688635	"Microbe\, viral or environmental"	4205919	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807013	A222Y	USA	68716.2	68716.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127141	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68716.2	BROAD:SEQUENCING_SAMPLE:68716.2	Genomic DNA	human gut metagenome	ILLUMINA	G24584	G24584	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100222	missing	yes	Homo sapiens	SRP048547	100222	32996	32996	
SRR1707545	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	20412350	PRJNA241153	SAMN02688510	"Microbe\, viral or environmental"	12470163	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807017	A222Y	USA	68727.2	68727.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127150	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68727.2	BROAD:SEQUENCING_SAMPLE:68727.2	Genomic DNA	human gut metagenome	ILLUMINA	G24595	G24595	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	7847	missing	yes	Homo sapiens	SRP048547	7847	32996	32996	
SRR1707546	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	27260100	PRJNA241153	SAMN02688588	"Microbe\, viral or environmental"	16894562	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807022	A2246	USA	68668.2	68668.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125868	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68668.2	BROAD:SEQUENCING_SAMPLE:68668.2	Genomic DNA	human gut metagenome	ILLUMINA	G24537	G24537	A2246.1	2014-12-12T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100163	missing	yes	Homo sapiens	SRP048547	100163	32952	32952	
SRR1707547	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	11154150	PRJNA241153	SAMN02688640	"Microbe\, viral or environmental"	6978792	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807023	A222Y	USA	68721.2	68721.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127146	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68721.2	BROAD:SEQUENCING_SAMPLE:68721.2	Genomic DNA	human gut metagenome	ILLUMINA	G24589	G24589	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100228	missing	yes	Homo sapiens	SRP048547	100228	32996	32996	
SRR1707548	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	10478300	PRJNA241153	SAMN02688612	"Microbe\, viral or environmental"	6370974	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807024	A222Y	USA	68693.2	68693.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127118	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68693.2	BROAD:SEQUENCING_SAMPLE:68693.2	Genomic DNA	human gut metagenome	ILLUMINA	G24561	G24561	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100191	missing	yes	Homo sapiens	SRP048547	100191	32996	32996	
SRR1707549	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	38211950	PRJNA241153	SAMN02688630	"Microbe\, viral or environmental"	23277465	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807025	A222Y	USA	68711.2	68711.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127136	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68711.2	BROAD:SEQUENCING_SAMPLE:68711.2	Genomic DNA	human gut metagenome	ILLUMINA	G24579	G24579	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100216	missing	yes	Homo sapiens	SRP048547	100216	32996	32996	
SRR1707551	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	10990700	PRJNA241153	SAMN02688609	"Microbe\, viral or environmental"	6945416	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807026	A222Y	USA	68689.2	68689.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127115	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68689.2	BROAD:SEQUENCING_SAMPLE:68689.2	Genomic DNA	human gut metagenome	ILLUMINA	G24558	G24558	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100187	missing	yes	Homo sapiens	SRP048547	100187	32996	32996	
SRR1707552	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	48311200	PRJNA241153	SAMN02688607	"Microbe\, viral or environmental"	29892065	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807028	A222Y	USA	68687.2	68687.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127113	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68687.2	BROAD:SEQUENCING_SAMPLE:68687.2	Genomic DNA	human gut metagenome	ILLUMINA	G24556	G24556	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100183	missing	yes	Homo sapiens	SRP048547	100183	32996	32996	
SRR1707553	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	20957300	PRJNA241153	SAMN02688625	"Microbe\, viral or environmental"	12835772	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807029	A222Y	USA	68706.2	68706.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127131	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68706.2	BROAD:SEQUENCING_SAMPLE:68706.2	Genomic DNA	human gut metagenome	ILLUMINA	G24574	G24574	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100209	missing	yes	Homo sapiens	SRP048547	100209	32996	32996	
SRR1707554	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	14330050	PRJNA241153	SAMN02688605	"Microbe\, viral or environmental"	8813574	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807030	A222Y	USA	68685.2	68685.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127111	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68685.2	BROAD:SEQUENCING_SAMPLE:68685.2	Genomic DNA	human gut metagenome	ILLUMINA	G24554	G24554	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100181	missing	yes	Homo sapiens	SRP048547	100181	32996	32996	
SRR1707555	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	38361750	PRJNA241153	SAMN02688628	"Microbe\, viral or environmental"	23571233	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807031	A222Y	USA	68709.2	68709.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127134	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68709.2	BROAD:SEQUENCING_SAMPLE:68709.2	Genomic DNA	human gut metagenome	ILLUMINA	G24577	G24577	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100212	missing	yes	Homo sapiens	SRP048547	100212	32996	32996	
SRR1707556	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	16861600	PRJNA241153	SAMN02688639	"Microbe\, viral or environmental"	10227039	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807032	A222Y	USA	68720.2	68720.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127145	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68720.2	BROAD:SEQUENCING_SAMPLE:68720.2	Genomic DNA	human gut metagenome	ILLUMINA	G24588	G24588	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100227	missing	yes	Homo sapiens	SRP048547	100227	32996	32996	
SRR1707557	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	36347500	PRJNA241153	SAMN02688603	"Microbe\, viral or environmental"	22107045	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807033	A222Y	USA	68683.2	68683.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127109	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68683.2	BROAD:SEQUENCING_SAMPLE:68683.2	Genomic DNA	human gut metagenome	ILLUMINA	G24552	G24552	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100178	missing	yes	Homo sapiens	SRP048547	100178	32996	32996	
SRR1707558	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	4075050	PRJNA241153	SAMN02688643	"Microbe\, viral or environmental"	2595873	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807034	A222Y	USA	68724.2	68724.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127149	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68724.2	BROAD:SEQUENCING_SAMPLE:68724.2	Genomic DNA	human gut metagenome	ILLUMINA	G24592	G24592	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100234	missing	yes	Homo sapiens	SRP048547	100234	32996	32996	
SRR1707559	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	2483950	PRJNA241153	SAMN02688642	"Microbe\, viral or environmental"	1617939	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807035	A222Y	USA	68723.2	68723.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127148	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68723.2	BROAD:SEQUENCING_SAMPLE:68723.2	Genomic DNA	human gut metagenome	ILLUMINA	G24591	G24591	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100233	missing	yes	Homo sapiens	SRP048547	100233	32996	32996	
SRR1707560	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	27936300	PRJNA241153	SAMN02688616	"Microbe\, viral or environmental"	17480509	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807036	A222Y	USA	68697.2	68697.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127122	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68697.2	BROAD:SEQUENCING_SAMPLE:68697.2	Genomic DNA	human gut metagenome	ILLUMINA	G24565	G24565	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100197	missing	yes	Homo sapiens	SRP048547	100197	32996	32996	
SRR1707561	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	56206150	PRJNA241153	SAMN02688610	"Microbe\, viral or environmental"	34489044	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807037	A222Y	USA	68690.2	68690.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127116	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68690.2	BROAD:SEQUENCING_SAMPLE:68690.2	Genomic DNA	human gut metagenome	ILLUMINA	G24559	G24559	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100188	missing	yes	Homo sapiens	SRP048547	100188	32996	32996	
SRR1707562	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	16466800	PRJNA241153	SAMN02688620	"Microbe\, viral or environmental"	10186245	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807038	A222Y	USA	68701.2	68701.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127126	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68701.2	BROAD:SEQUENCING_SAMPLE:68701.2	Genomic DNA	human gut metagenome	ILLUMINA	G24569	G24569	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100203	missing	yes	Homo sapiens	SRP048547	100203	32996	32996	
SRR1707563	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	18810050	PRJNA241153	SAMN02688638	"Microbe\, viral or environmental"	11726196	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807039	A222Y	USA	68719.2	68719.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127144	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68719.2	BROAD:SEQUENCING_SAMPLE:68719.2	Genomic DNA	human gut metagenome	ILLUMINA	G24587	G24587	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100226	missing	yes	Homo sapiens	SRP048547	100226	32996	32996	
SRR1707564	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	12865650	PRJNA241153	SAMN02688606	"Microbe\, viral or environmental"	7911151	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807041	A222Y	USA	68686.2	68686.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127112	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68686.2	BROAD:SEQUENCING_SAMPLE:68686.2	Genomic DNA	human gut metagenome	ILLUMINA	G24555	G24555	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100182	missing	yes	Homo sapiens	SRP048547	100182	32996	32996	
SRR1707565	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	9068150	PRJNA241153	SAMN02688614	"Microbe\, viral or environmental"	5648142	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX807042	A222Y	USA	68695.2	68695.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-127120	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68695.2	BROAD:SEQUENCING_SAMPLE:68695.2	Genomic DNA	human gut metagenome	ILLUMINA	G24563	G24563	A222Y.1	2014-12-12T00:00:00Z	A222Y121112	121112_M00140_0012_000000000-A222Y	100195	missing	yes	Homo sapiens	SRP048547	100195	32996	32996	
